order_id,customer_id,order_date,total_amount,discount_amount,tax_amount,final_amount,payment_method,payment_status,order_status,delivery_address,delivery_city,delivery_zip,special_instructions
737,485,2026-02-08 12:31:44,296.14,33.66,13.12,275.6,Credit Card,completed,processing,793 Main Street,Bangalore,952878,
738,241,2026-02-14 12:31:44,10478.44,439.37,501.95,10541.02,Debit Card,pending,out_for_delivery,130 Main Street,Ahmedabad,170499,
739,523,2026-03-08 12:31:44,4353.6,327.85,201.29,4227.04,UPI,failed,pending,239 Main Street,Pune,667851,
740,832,2026-01-22 12:31:44,3152.66,62.01,154.53,3245.18,Credit Card,completed,processing,519 Main Street,Bangalore,211636,
741,214,2026-04-20 12:31:44,4577.96,195.27,219.13,4601.82,Net Banking,failed,delivered,460 Main Street,Bangalore,745239,Leave at door
742,396,2026-02-04 12:31:44,7884.05,1087.1,339.85,7136.8,UPI,pending,pending,407 Main Street,Lucknow,911131,Call on arrival
743,224,2026-03-29 12:31:44,3247.02,431.28,140.79,2956.53,Net Banking,pending,out_for_delivery,808 Main Street,Mumbai,170841,
744,502,2026-03-31 12:31:44,3711.08,224.91,174.31,3660.48,Credit Card,failed,out_for_delivery,944 Main Street,Delhi,313068,
745,806,2026-03-28 12:31:44,2980.07,385.65,129.72,2724.14,Credit Card,completed,confirmed,961 Main Street,Pune,941272,Call on arrival
746,93,2026-02-14 12:31:44,3331.58,99.11,161.62,3394.09,Debit Card,failed,cancelled,880 Main Street,Kolkata,659543,Call on arrival
747,990,2026-03-28 12:31:44,724.44,18.75,35.28,740.97,Net Banking,failed,delivered,956 Main Street,Ahmedabad,874205,
748,759,2026-02-27 12:31:44,3928.99,139.25,189.49,3979.23,Net Banking,pending,confirmed,165 Main Street,Jaipur,292930,
749,333,2026-01-27 12:31:44,8371.31,910.11,373.06,7834.26,Cash on Delivery,failed,cancelled,921 Main Street,Ahmedabad,635167,Leave at door
750,225,2026-03-31 12:31:44,6754.37,611.55,307.14,6449.96,Net Banking,completed,pending,753 Main Street,Delhi,893435,
751,585,2026-03-29 12:31:44,6510.47,928.95,279.08,5860.6,Net Banking,pending,confirmed,677 Main Street,Jaipur,395198,
752,29,2026-01-24 12:31:44,1650.83,135.69,75.76,1590.9,Debit Card,pending,pending,984 Main Street,Delhi,479781,
753,780,2026-02-09 12:31:44,6735.64,239.25,324.82,6821.21,Net Banking,completed,pending,42 Main Street,Ahmedabad,329448,
754,207,2026-04-18 12:31:44,869.73,45.25,41.22,865.7,Debit Card,pending,cancelled,957 Main Street,Kolkata,207573,Call on arrival
755,921,2026-04-09 12:31:44,952.04,91.81,43.01,903.24,Debit Card,failed,delivered,537 Main Street,Pune,816412,
756,680,2026-04-17 12:31:44,476.34,46.71,21.48,451.11,Net Banking,pending,pending,136 Main Street,Bangalore,829987,Call on arrival
757,844,2026-03-26 12:31:44,1805.92,268.77,76.86,1614.01,Credit Card,pending,cancelled,798 Main Street,Kolkata,211871,Call on arrival
758,512,2026-04-09 12:31:44,6658.34,605.08,302.66,6355.92,Credit Card,pending,pending,916 Main Street,Chennai,701790,Leave at door
759,413,2026-04-07 12:31:44,1227.86,82.23,57.28,1202.91,UPI,failed,cancelled,308 Main Street,Lucknow,436241,Call on arrival
760,779,2026-02-23 12:31:44,3133.13,202.77,146.52,3076.88,UPI,pending,delivered,580 Main Street,Bangalore,693297,
761,677,2026-03-29 12:31:44,8304.4,778.97,376.27,7901.7,Debit Card,completed,pending,900 Main Street,Lucknow,868677,Call on arrival
762,681,2026-03-10 12:31:44,3051.91,384.54,133.37,2800.74,Net Banking,pending,cancelled,934 Main Street,Delhi,719446,
763,991,2026-03-07 12:31:44,4660.94,82.95,228.9,4806.89,UPI,pending,out_for_delivery,135 Main Street,Hyderabad,293720,
764,563,2026-03-10 12:31:44,3771.75,91.63,184.01,3864.13,Debit Card,failed,out_for_delivery,23 Main Street,Kolkata,254887,
765,62,2026-03-30 12:31:44,6453.08,801.25,282.59,5934.42,Credit Card,pending,cancelled,610 Main Street,Bangalore,885339,
766,34,2026-03-20 12:31:44,420.37,38.85,19.08,400.6,Cash on Delivery,completed,delivered,30 Main Street,Pune,618317,Leave at door
767,378,2026-02-25 12:31:44,3588.55,509.09,153.97,3233.43,UPI,completed,pending,683 Main Street,Lucknow,746467,
768,857,2026-03-19 12:31:44,2796.48,42.11,137.72,2892.09,Cash on Delivery,completed,pending,443 Main Street,Hyderabad,997904,Leave at door
769,166,2026-02-25 12:31:44,5863.86,37.34,291.33,6117.85,Cash on Delivery,pending,confirmed,336 Main Street,Chennai,225812,
770,474,2026-03-22 12:31:44,4524.64,477.85,202.34,4249.13,Credit Card,pending,delivered,580 Main Street,Lucknow,993829,Leave at door
771,187,2026-03-07 12:31:44,4292.41,390.8,195.08,4096.69,Debit Card,completed,processing,732 Main Street,Delhi,188425,Leave at door
772,911,2026-03-01 12:31:44,5732.97,346.54,269.32,5655.75,Cash on Delivery,pending,processing,365 Main Street,Mumbai,775885,
773,642,2026-02-04 12:31:44,393.64,46.95,17.33,364.02,Credit Card,completed,delivered,55 Main Street,Delhi,765213,Leave at door
774,683,2026-02-20 12:31:44,1290.74,113.37,58.87,1236.24,Net Banking,failed,pending,943 Main Street,Bangalore,611833,Call on arrival
775,776,2026-01-21 12:31:44,1724.36,157.92,78.32,1644.76,Net Banking,pending,delivered,476 Main Street,Chennai,625465,
776,663,2026-02-03 12:31:44,7103.24,642.47,323.04,6783.81,UPI,pending,out_for_delivery,259 Main Street,Delhi,597440,Leave at door
777,979,2026-04-08 12:31:44,3361.64,287.93,153.69,3227.4,Debit Card,pending,confirmed,514 Main Street,Chennai,389279,
778,448,2026-03-28 12:31:44,5480.2,749.67,236.53,4967.06,Net Banking,completed,pending,171 Main Street,Bangalore,613426,
779,729,2026-03-18 12:31:44,1041.88,80.57,48.07,1009.38,Net Banking,pending,pending,123 Main Street,Bangalore,495521,
780,421,2026-04-13 12:31:44,3284.42,464.93,140.97,2960.46,Credit Card,pending,processing,613 Main Street,Delhi,602514,Call on arrival
781,586,2026-02-14 12:31:44,7966.35,639.42,366.35,7693.28,Debit Card,pending,out_for_delivery,586 Main Street,Mumbai,676363,
782,535,2026-02-14 12:31:44,2293.48,21.23,113.61,2385.86,Credit Card,completed,delivered,873 Main Street,Ahmedabad,225738,
783,429,2026-02-19 12:31:44,1566.35,219.48,67.34,1414.21,Net Banking,completed,cancelled,426 Main Street,Delhi,190025,Call on arrival
784,277,2026-03-30 12:31:44,6382.8,756.47,281.32,5907.65,Cash on Delivery,pending,processing,612 Main Street,Chennai,983791,Leave at door
785,46,2026-02-16 12:31:44,8551.3,820.92,386.52,8116.9,Net Banking,completed,cancelled,281 Main Street,Jaipur,147726,
786,856,2026-02-01 12:31:44,6231.99,10.86,311.06,6532.19,Net Banking,completed,pending,235 Main Street,Lucknow,953740,Leave at door
787,146,2026-03-31 12:31:44,6617.87,263.97,317.7,6671.6,Cash on Delivery,failed,cancelled,262 Main Street,Kolkata,492483,Call on arrival
788,234,2026-02-01 12:31:44,222.3,32.85,9.47,198.92,Cash on Delivery,completed,confirmed,821 Main Street,Jaipur,186624,Call on arrival
789,456,2026-02-02 12:31:44,7324.32,234.39,354.5,7444.43,Cash on Delivery,pending,processing,779 Main Street,Jaipur,853905,
790,255,2026-04-15 12:31:44,4927.2,669.92,212.86,4470.14,UPI,completed,out_for_delivery,76 Main Street,Pune,231414,
791,269,2026-04-05 12:31:44,5758.56,513.56,262.25,5507.25,Net Banking,failed,cancelled,883 Main Street,Bangalore,853258,
792,560,2026-02-10 12:31:44,1631.4,203.92,71.37,1498.85,Debit Card,pending,processing,39 Main Street,Bangalore,194641,
793,454,2026-03-17 12:31:44,4464.16,413.43,202.54,4253.27,Debit Card,failed,delivered,580 Main Street,Bangalore,878586,Leave at door
794,714,2026-01-31 12:31:44,7014.03,760.02,312.7,6566.71,Debit Card,pending,cancelled,354 Main Street,Chennai,805034,Leave at door
795,370,2026-03-20 12:31:44,5664.37,686.1,248.91,5227.18,Debit Card,completed,processing,303 Main Street,Lucknow,259814,
796,421,2026-01-20 12:31:44,3592.7,323.07,163.48,3433.11,Cash on Delivery,completed,pending,613 Main Street,Delhi,602514,
797,26,2026-02-03 12:31:44,8219.84,403.03,390.84,8207.65,Cash on Delivery,completed,confirmed,615 Main Street,Chennai,944657,
798,840,2026-03-12 12:31:44,5059.85,732.23,216.38,4544.0,Debit Card,failed,delivered,322 Main Street,Bangalore,470711,
799,436,2026-04-04 12:31:44,1530.68,77.26,72.67,1526.09,UPI,pending,pending,656 Main Street,Bangalore,789237,Leave at door
800,648,2026-03-09 12:31:44,5478.46,110.39,268.4,5636.47,UPI,failed,pending,281 Main Street,Mumbai,319553,Leave at door
801,29,2026-04-07 12:31:44,1554.22,21.52,76.64,1609.34,Net Banking,completed,delivered,984 Main Street,Delhi,479781,Call on arrival
802,655,2026-03-02 12:31:44,1879.7,4.23,93.77,1969.24,Cash on Delivery,failed,delivered,972 Main Street,Mumbai,404955,Leave at door
803,493,2026-02-16 12:31:44,7377.14,84.25,364.64,7657.53,Credit Card,pending,pending,531 Main Street,Chennai,736408,
804,542,2026-03-19 12:31:44,4628.61,506.48,206.11,4328.24,Net Banking,pending,out_for_delivery,601 Main Street,Delhi,371393,Call on arrival
805,359,2026-01-29 12:31:44,1124.68,20.82,55.19,1159.05,Net Banking,failed,confirmed,81 Main Street,Kolkata,571635,Call on arrival
806,333,2026-03-19 12:31:44,5095.13,258.74,241.82,5078.21,Debit Card,pending,pending,921 Main Street,Ahmedabad,635167,
807,144,2026-03-27 12:31:44,3958.88,405.1,177.69,3731.47,Net Banking,failed,pending,441 Main Street,Jaipur,573489,Leave at door
808,449,2026-03-01 12:31:44,2385.92,310.51,103.77,2179.18,Net Banking,failed,out_for_delivery,635 Main Street,Kolkata,156215,
809,840,2026-04-11 12:31:44,3568.6,325.93,162.13,3404.8,Debit Card,completed,cancelled,322 Main Street,Bangalore,470711,Call on arrival
810,516,2026-04-02 12:31:44,1982.45,212.66,88.49,1858.28,Cash on Delivery,completed,out_for_delivery,427 Main Street,Kolkata,855276,Call on arrival
811,294,2026-02-14 12:31:44,2769.12,105.55,133.18,2796.75,UPI,completed,processing,20 Main Street,Delhi,562462,Leave at door
812,55,2026-02-11 12:31:44,2227.68,150.48,103.86,2181.06,Net Banking,pending,pending,971 Main Street,Lucknow,899787,
813,247,2026-01-28 12:31:44,10428.91,95.3,516.68,10850.29,UPI,completed,delivered,293 Main Street,Hyderabad,827691,
814,858,2026-02-18 12:31:44,2177.7,82.9,104.74,2199.54,Debit Card,pending,pending,826 Main Street,Bangalore,110215,Call on arrival
815,554,2026-03-03 12:31:44,5379.75,190.01,259.49,5449.23,Net Banking,pending,confirmed,367 Main Street,Ahmedabad,904092,
816,662,2026-01-26 12:31:44,6591.63,807.03,289.23,6073.83,Credit Card,pending,confirmed,707 Main Street,Mumbai,221414,
817,911,2026-04-20 12:31:44,2397.3,138.78,112.93,2371.45,Cash on Delivery,completed,pending,365 Main Street,Mumbai,775885,
818,932,2026-04-17 12:31:44,8685.46,80.4,430.25,9035.31,Debit Card,failed,processing,395 Main Street,Hyderabad,298663,
819,666,2026-03-20 12:31:44,2292.39,270.33,101.1,2123.16,UPI,completed,delivered,737 Main Street,Delhi,747703,
820,200,2026-03-11 12:31:44,3057.54,420.11,131.87,2769.3,Credit Card,completed,processing,135 Main Street,Kolkata,726258,
821,976,2026-02-04 12:31:44,4406.75,8.62,219.91,4618.04,Cash on Delivery,completed,processing,191 Main Street,Jaipur,308535,
822,726,2026-04-09 12:31:44,4309.84,528.78,189.05,3970.11,Net Banking,completed,delivered,934 Main Street,Ahmedabad,764575,Leave at door
823,43,2026-02-13 12:31:44,7554.75,440.16,355.73,7470.32,Cash on Delivery,pending,delivered,190 Main Street,Jaipur,300845,
824,553,2026-02-24 12:31:44,6890.4,872.21,300.91,6319.1,Net Banking,completed,out_for_delivery,31 Main Street,Lucknow,950069,
825,710,2026-02-03 12:31:44,3469.63,300.46,158.46,3327.63,Debit Card,completed,pending,408 Main Street,Hyderabad,459513,
826,81,2026-02-09 12:31:44,2029.85,112.21,95.88,2013.52,Debit Card,pending,out_for_delivery,393 Main Street,Jaipur,299869,
827,344,2026-02-14 12:31:44,5924.74,164.3,288.02,6048.46,Credit Card,pending,delivered,254 Main Street,Pune,583000,Call on arrival
828,149,2026-03-16 12:31:44,1106.66,72.33,51.72,1086.05,Debit Card,pending,confirmed,126 Main Street,Kolkata,530764,Call on arrival
829,966,2026-02-18 12:31:44,6123.62,318.38,290.26,6095.5,UPI,completed,out_for_delivery,758 Main Street,Delhi,157187,
830,327,2026-02-24 12:31:44,7011.62,999.83,300.59,6312.38,Cash on Delivery,pending,confirmed,426 Main Street,Lucknow,836038,
831,286,2026-02-19 12:31:44,1749.76,1.33,87.42,1835.85,Credit Card,completed,delivered,954 Main Street,Bangalore,742848,Call on arrival
832,188,2026-03-31 12:31:44,4685.71,4.39,234.07,4915.39,Credit Card,pending,processing,725 Main Street,Mumbai,559022,Call on arrival
833,657,2026-01-21 12:31:44,418.11,36.02,19.1,401.19,Credit Card,failed,confirmed,769 Main Street,Ahmedabad,297579,Leave at door
834,908,2026-04-07 12:31:44,421.56,47.27,18.71,393.0,Credit Card,failed,processing,596 Main Street,Mumbai,921533,
835,970,2026-02-23 12:31:44,570.42,17.08,27.67,581.01,Credit Card,completed,pending,716 Main Street,Bangalore,800722,Leave at door
836,608,2026-03-11 12:31:44,1503.76,57.84,72.3,1518.22,Credit Card,failed,delivered,698 Main Street,Lucknow,827356,
837,576,2026-03-10 12:31:44,5753.19,746.65,250.33,5256.87,Cash on Delivery,completed,confirmed,449 Main Street,Mumbai,868170,Call on arrival
838,264,2026-03-16 12:31:44,4813.27,239.91,228.67,4802.03,Debit Card,completed,delivered,47 Main Street,Mumbai,772612,Call on arrival
839,413,2026-03-23 12:31:44,1543.31,101.36,72.1,1514.05,Net Banking,pending,processing,308 Main Street,Lucknow,436241,
840,431,2026-02-12 12:31:44,132.84,19.51,5.67,119.0,Cash on Delivery,pending,cancelled,357 Main Street,Jaipur,599292,Leave at door
841,459,2026-03-27 12:31:44,5579.52,276.9,265.13,5567.75,Credit Card,completed,out_for_delivery,887 Main Street,Delhi,223088,
842,722,2026-04-14 12:31:44,2858.46,254.72,130.19,2733.93,Net Banking,completed,processing,631 Main Street,Ahmedabad,808340,
843,44,2026-02-16 12:31:44,2598.3,303.58,114.74,2409.46,Cash on Delivery,pending,delivered,779 Main Street,Chennai,650121,
844,146,2026-03-09 12:31:44,3328.02,185.18,157.14,3299.98,Debit Card,completed,processing,262 Main Street,Kolkata,492483,
845,699,2026-03-29 12:31:44,159.84,4.37,7.77,163.24,UPI,failed,processing,117 Main Street,Kolkata,202170,
846,11,2026-03-31 12:31:44,7063.96,360.03,335.2,7039.13,Cash on Delivery,completed,pending,225 Main Street,Hyderabad,386193,Leave at door
847,103,2026-02-23 12:31:44,3913.01,395.65,175.87,3693.23,Credit Card,pending,cancelled,307 Main Street,Kolkata,769975,
848,50,2026-04-19 12:31:44,7079.54,932.68,307.34,6454.2,Cash on Delivery,pending,delivered,76 Main Street,Pune,705050,Call on arrival
849,716,2026-03-15 12:31:44,571.1,77.94,24.66,517.82,Debit Card,failed,processing,576 Main Street,Delhi,603704,Call on arrival
850,632,2026-03-29 12:31:44,7264.58,14.22,362.52,7612.88,Credit Card,completed,delivered,784 Main Street,Bangalore,351974,Leave at door
851,966,2026-02-09 12:31:44,332.1,19.27,15.64,328.47,Cash on Delivery,completed,processing,758 Main Street,Delhi,157187,
852,797,2026-01-21 12:31:44,2185.14,186.92,99.91,2098.13,UPI,completed,delivered,851 Main Street,Bangalore,530720,
853,883,2026-03-23 12:31:44,1307.68,96.27,60.57,1271.98,Cash on Delivery,pending,processing,233 Main Street,Ahmedabad,943797,
854,9,2026-03-24 12:31:44,2019.59,298.51,86.05,1807.13,UPI,completed,confirmed,306 Main Street,Mumbai,890075,Leave at door
855,189,2026-03-15 12:31:44,629.66,54.98,28.73,603.41,Debit Card,failed,delivered,373 Main Street,Lucknow,490963,
856,225,2026-03-23 12:31:44,940.96,118.41,41.13,863.68,Credit Card,completed,confirmed,753 Main Street,Delhi,893435,
857,653,2026-02-10 12:31:44,8766.88,1259.39,375.37,7882.86,Cash on Delivery,completed,delivered,711 Main Street,Hyderabad,461076,Call on arrival
858,809,2026-02-10 12:31:44,5579.88,350.76,261.46,5490.58,Debit Card,pending,cancelled,613 Main Street,Delhi,670143,
859,469,2026-03-04 12:31:44,2922.27,39.82,144.12,3026.57,UPI,pending,confirmed,528 Main Street,Delhi,886224,Call on arrival
860,7,2026-03-28 12:31:44,2497.89,339.8,107.9,2265.99,Net Banking,pending,delivered,212 Main Street,Pune,973349,Call on arrival
861,932,2026-02-17 12:31:44,243.3,20.64,11.13,233.79,Cash on Delivery,pending,pending,395 Main Street,Hyderabad,298663,Call on arrival
862,448,2026-03-24 12:31:44,6111.6,649.81,273.09,5734.88,UPI,pending,out_for_delivery,171 Main Street,Bangalore,613426,Call on arrival
863,784,2026-01-21 12:31:44,4175.06,101.78,203.66,4276.94,Credit Card,pending,delivered,558 Main Street,Chennai,697856,
864,630,2026-03-14 12:31:44,5449.26,53.98,269.76,5665.04,UPI,failed,delivered,66 Main Street,Delhi,452618,
865,718,2026-04-19 12:31:44,1452.76,213.27,61.97,1301.46,UPI,failed,cancelled,536 Main Street,Pune,211642,
866,225,2026-04-04 12:31:44,1708.2,62.44,82.29,1728.05,Debit Card,pending,confirmed,753 Main Street,Delhi,893435,Call on arrival
867,96,2026-02-26 12:31:44,4741.53,324.97,220.83,4637.39,UPI,completed,delivered,171 Main Street,Delhi,827712,
868,626,2026-02-11 12:31:44,1440.29,89.81,67.52,1418.0,Credit Card,completed,processing,730 Main Street,Lucknow,843826,Leave at door
869,886,2026-02-02 12:31:44,1743.05,195.85,77.36,1624.56,Net Banking,pending,pending,307 Main Street,Ahmedabad,109576,
870,270,2026-03-20 12:31:44,4580.06,382.79,209.86,4407.13,UPI,completed,out_for_delivery,134 Main Street,Kolkata,897615,Leave at door
871,977,2026-04-15 12:31:44,3397.01,153.12,162.19,3406.08,Credit Card,completed,out_for_delivery,254 Main Street,Mumbai,655132,Leave at door
872,202,2026-01-23 12:31:44,2469.11,139.6,116.48,2445.99,Cash on Delivery,pending,confirmed,374 Main Street,Mumbai,809217,
873,395,2026-04-03 12:31:44,4775.54,190.94,229.23,4813.83,Debit Card,pending,cancelled,448 Main Street,Mumbai,343420,Call on arrival
874,871,2026-02-14 12:31:44,484.4,68.96,20.77,436.21,Net Banking,failed,delivered,661 Main Street,Chennai,514664,
875,758,2026-01-31 12:31:44,3524.28,179.12,167.26,3512.42,Debit Card,pending,cancelled,767 Main Street,Chennai,877446,
876,970,2026-02-21 12:31:44,2029.22,74.73,97.72,2052.21,Debit Card,pending,cancelled,716 Main Street,Bangalore,800722,
877,80,2026-04-10 12:31:44,5576.9,766.38,240.53,5051.05,Net Banking,failed,processing,855 Main Street,Chennai,605937,Leave at door
878,339,2026-02-21 12:31:44,6107.8,853.13,262.73,5517.4,Net Banking,failed,out_for_delivery,747 Main Street,Bangalore,777255,
879,442,2026-03-25 12:31:44,4839.7,415.74,221.2,4645.16,Net Banking,completed,delivered,602 Main Street,Lucknow,219781,
880,835,2026-03-08 12:31:44,2835.27,244.85,129.52,2719.94,Cash on Delivery,completed,out_for_delivery,985 Main Street,Hyderabad,913274,
881,116,2026-03-21 12:31:44,1285.92,26.37,62.98,1322.53,UPI,failed,delivered,93 Main Street,Jaipur,929090,
882,273,2026-03-28 12:31:44,6170.26,820.15,267.51,5617.62,Debit Card,failed,pending,255 Main Street,Lucknow,267457,Leave at door
883,581,2026-02-27 12:31:44,1840.83,178.27,83.13,1745.69,Credit Card,completed,delivered,750 Main Street,Pune,178645,
884,942,2026-03-30 12:31:44,1010.84,138.91,43.6,915.53,Net Banking,completed,processing,228 Main Street,Mumbai,325258,
885,215,2026-03-05 12:31:44,4454.39,332.22,206.11,4328.28,Debit Card,failed,cancelled,221 Main Street,Mumbai,975522,
886,709,2026-02-12 12:31:44,5613.45,164.18,272.46,5721.73,Credit Card,pending,processing,903 Main Street,Kolkata,503348,
887,662,2026-04-15 12:31:44,4171.24,576.12,179.76,3774.88,Cash on Delivery,failed,confirmed,707 Main Street,Mumbai,221414,
888,68,2026-03-12 12:31:44,1547.78,6.15,77.08,1618.71,UPI,pending,delivered,186 Main Street,Ahmedabad,713762,
889,788,2026-03-24 12:31:44,4280.71,332.67,197.4,4145.44,Cash on Delivery,pending,cancelled,170 Main Street,Bangalore,341162,
890,616,2026-01-28 12:31:44,3440.65,498.74,147.1,3089.01,UPI,failed,cancelled,30 Main Street,Jaipur,282176,
891,932,2026-03-21 12:31:44,2251.28,64.2,109.35,2296.43,Net Banking,failed,delivered,395 Main Street,Hyderabad,298663,
892,2,2026-03-15 12:31:44,3651.91,257.21,169.74,3564.44,Credit Card,pending,delivered,266 Main Street,Ahmedabad,888295,Leave at door
893,47,2026-02-14 12:31:44,1829.87,221.49,80.42,1688.8,Debit Card,completed,pending,890 Main Street,Bangalore,889359,
894,15,2026-02-17 12:31:44,2292.67,221.75,103.55,2174.47,Net Banking,pending,delivered,187 Main Street,Bangalore,152727,Call on arrival
895,648,2026-03-28 12:31:44,1656.64,132.73,76.2,1600.11,UPI,completed,out_for_delivery,281 Main Street,Mumbai,319553,
896,333,2026-02-23 12:31:44,3201.05,8.11,159.65,3352.59,Credit Card,failed,processing,921 Main Street,Ahmedabad,635167,
897,158,2026-03-07 12:31:44,5848.33,730.85,255.87,5373.35,Cash on Delivery,pending,pending,386 Main Street,Jaipur,540226,
898,545,2026-04-13 12:31:44,4238.69,603.87,181.74,3816.56,Credit Card,failed,delivered,509 Main Street,Pune,130914,
899,153,2026-04-19 12:31:44,2206.68,218.82,99.39,2087.25,Net Banking,completed,cancelled,232 Main Street,Chennai,946432,Leave at door
900,235,2026-02-06 12:31:44,3894.2,215.13,183.95,3863.02,Cash on Delivery,failed,processing,559 Main Street,Lucknow,408036,
901,80,2026-02-07 12:31:44,5840.93,395.02,272.3,5718.21,Cash on Delivery,completed,confirmed,855 Main Street,Chennai,605937,
902,489,2026-04-20 12:31:44,2287.44,24.4,113.15,2376.19,Cash on Delivery,pending,confirmed,144 Main Street,Delhi,888996,
903,154,2026-03-12 12:31:44,3279.01,445.59,141.67,2975.09,Net Banking,completed,out_for_delivery,692 Main Street,Lucknow,773918,Call on arrival
904,581,2026-01-28 12:31:44,5349.79,105.81,262.2,5506.18,Cash on Delivery,failed,pending,750 Main Street,Pune,178645,Leave at door
905,983,2026-03-08 12:31:44,8794.64,433.77,418.04,8778.91,Debit Card,pending,delivered,157 Main Street,Hyderabad,547180,Call on arrival
906,653,2026-03-09 12:31:44,689.3,60.6,31.43,660.13,UPI,pending,processing,711 Main Street,Hyderabad,461076,Leave at door
907,827,2026-03-03 12:31:44,4926.71,311.02,230.78,4846.47,Net Banking,completed,out_for_delivery,89 Main Street,Mumbai,389340,
908,317,2026-02-10 12:31:44,4210.32,436.16,188.71,3962.87,Credit Card,completed,processing,264 Main Street,Ahmedabad,853504,
909,24,2026-02-27 12:31:44,2939.56,325.9,130.68,2744.34,UPI,failed,out_for_delivery,930 Main Street,Lucknow,493537,Call on arrival
910,191,2026-02-20 12:31:44,8140.53,724.79,370.79,7786.53,Credit Card,pending,processing,97 Main Street,Delhi,685066,
911,113,2026-03-31 12:31:44,5181.47,271.0,245.52,5155.99,UPI,completed,cancelled,514 Main Street,Kolkata,385765,Leave at door
912,254,2026-03-13 12:31:44,4518.41,628.96,194.47,4083.92,Net Banking,pending,delivered,317 Main Street,Delhi,517500,
913,854,2026-01-20 12:31:44,6041.48,476.51,278.25,5843.22,Net Banking,pending,confirmed,216 Main Street,Ahmedabad,539450,
914,49,2026-02-04 12:31:44,4584.18,400.64,209.18,4392.72,UPI,pending,confirmed,259 Main Street,Bangalore,600935,
915,107,2026-04-19 12:31:44,6451.11,127.65,316.17,6639.63,Debit Card,pending,confirmed,764 Main Street,Mumbai,620856,
916,44,2026-03-13 12:31:44,4669.35,38.25,231.56,4862.66,Credit Card,pending,cancelled,779 Main Street,Chennai,650121,
917,110,2026-04-03 12:31:44,2116.12,274.35,92.09,1933.86,Net Banking,failed,delivered,100 Main Street,Bangalore,757937,Leave at door
918,195,2026-03-09 12:31:44,7212.91,239.42,348.67,7322.16,Credit Card,pending,delivered,811 Main Street,Pune,444432,Call on arrival
919,380,2026-04-14 12:31:44,2607.28,76.22,126.55,2657.61,Cash on Delivery,completed,confirmed,549 Main Street,Jaipur,400614,
920,417,2026-03-25 12:31:44,2157.47,231.13,96.32,2022.66,Cash on Delivery,failed,cancelled,787 Main Street,Bangalore,676820,Leave at door
921,801,2026-02-10 12:31:44,163.7,19.43,7.21,151.48,UPI,failed,cancelled,430 Main Street,Jaipur,966662,
922,583,2026-03-16 12:31:44,7030.29,1047.74,299.13,6281.68,UPI,pending,processing,912 Main Street,Bangalore,555292,
923,159,2026-03-22 12:31:44,4713.92,94.38,230.98,4850.52,Debit Card,failed,confirmed,739 Main Street,Kolkata,440140,
924,140,2026-04-18 12:31:44,1726.8,227.37,74.97,1574.4,Debit Card,pending,confirmed,330 Main Street,Delhi,737846,
925,260,2026-02-27 12:31:44,6457.34,336.47,306.04,6426.91,UPI,pending,cancelled,651 Main Street,Chennai,677599,
926,178,2026-03-16 12:31:44,3985.15,129.59,192.78,4048.34,Debit Card,pending,confirmed,78 Main Street,Bangalore,285751,Call on arrival
927,304,2026-02-21 12:31:44,2012.57,216.66,89.8,1885.71,Debit Card,failed,confirmed,355 Main Street,Chennai,563864,
928,54,2026-03-04 12:31:44,1192.04,163.84,51.41,1079.61,UPI,failed,delivered,440 Main Street,Chennai,420214,Leave at door
929,748,2026-04-07 12:31:44,6487.89,849.0,281.94,5920.83,Cash on Delivery,pending,cancelled,73 Main Street,Chennai,702891,Leave at door
930,645,2026-04-02 12:31:44,5862.02,666.73,259.76,5455.05,UPI,failed,processing,206 Main Street,Bangalore,459315,Call on arrival
931,743,2026-04-02 12:31:44,2000.16,238.35,88.09,1849.9,Credit Card,pending,pending,527 Main Street,Hyderabad,186345,
932,49,2026-04-05 12:31:44,8145.08,974.89,358.51,7528.7,Debit Card,failed,confirmed,259 Main Street,Bangalore,600935,
933,107,2026-02-04 12:31:44,7430.4,202.61,361.39,7589.18,Credit Card,completed,processing,764 Main Street,Mumbai,620856,
934,148,2026-04-06 12:31:44,6324.46,774.54,277.5,5827.42,Debit Card,completed,processing,570 Main Street,Kolkata,162894,
935,454,2026-04-18 12:31:44,4763.35,14.87,237.42,4985.9,Debit Card,pending,processing,580 Main Street,Bangalore,878586,Call on arrival
936,700,2026-03-03 12:31:44,7091.17,788.27,315.14,6618.04,Cash on Delivery,pending,processing,850 Main Street,Kolkata,764441,
937,464,2026-02-16 12:31:44,6441.98,26.84,320.76,6735.9,UPI,failed,cancelled,835 Main Street,Jaipur,199850,
938,155,2026-02-04 12:31:44,4028.84,457.75,178.55,3749.64,Net Banking,completed,confirmed,185 Main Street,Chennai,386544,Leave at door
939,251,2026-02-20 12:31:44,3964.84,394.95,178.49,3748.38,Debit Card,pending,out_for_delivery,521 Main Street,Bangalore,335134,Leave at door
940,78,2026-03-09 12:31:44,1480.5,49.53,71.55,1502.52,Net Banking,pending,pending,862 Main Street,Delhi,218972,
941,588,2026-02-11 12:31:44,2919.34,342.49,128.84,2705.69,UPI,failed,processing,205 Main Street,Lucknow,201698,Call on arrival
942,679,2026-04-06 12:31:44,3966.33,65.29,195.05,4096.09,UPI,completed,delivered,872 Main Street,Pune,601476,Call on arrival
